year,time,rank,song_title,artist,album
2011,27,34,Ma Boy (마보이),씨스타19,Ma Boy
2011,27,35,짧은 한마디,민경훈,소풍
2011,27,36,나와 같다면 (김장훈),김연우,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,27,37,사랑은 은하수 다방에서,10cm,1집 1.0
2011,27,38,그대는 정말 대단해요,에이트 (8eight),그대는 정말 대단해요
2011,27,39,안 괜찮아,엠투엠 (M To M),안 괜찮아
2011,27,40,보통,백지영,8집 Pitta
2011,27,41,Best Thing I Never Had,Beyonce,Best Thing I Never Had (Single)
2011,27,42,사랑해,포맨 (4Men),The Artist
2011,27,43,내 여친,포맨 (4Men),The Artist
2011,27,44,내 낡은 서랍 속의 바다,박정현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,27,45,안녕,디셈버 (December),Tears
2011,27,46,천일동안 (이승환),옥주현,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기)
2011,27,47,사랑이 떠나가네,옥주현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,27,48,늪 (조관우),김범수,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,27,49,아메리카노,10cm,아메리카노
2011,27,50,Give It To Me,2PM,Hands Up
2011,27,51,사랑의 시작은 고백에서부터,소울 크라이 (Soul Cry),사랑의 시작은 고백에서부터
2011,27,52,Don`t Cry,박봄,Don`t Cry (Digital Single)
2011,27,53,Golden Lady (Feat. 현아),임정희,Golden Lady
2011,27,54,피노키오 (Danger),f(x),`피노키오` f(x) The 1st Album
2011,27,55,내 사람이라서,지나(G.NA),최고의 사랑 OST Part 2
2011,27,56,행복을 주는 사람,이소라,`나는 가수다` 경연 4-2. 청중 평가단 추천곡
2011,27,57,영화처럼,2PM,Hands Up
2011,27,58,"Silly Boy (Feat. 4minute, 용준형 (비스트)) (Answer Song For 신인류의 사랑(1993))",015B,20th Century Boy
2011,27,59,Shampoo,애프터스쿨 (After School),1집 Virgin
2011,27,60,It Girl (Remix Ver.),에이핑크 (Apink),It Girl
2011,27,61,그대는 어디에 (Feat. 임재범),차지연,그대는 어디에 (Feat. 임재범)
2011,27,62,눈물나게 사랑해,빅마마 소울,최고의 사랑 OST Part 6
2011,27,63,이젠 그랬으면 좋겠네 (조용필),박정현,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래)
2011,27,64,쏙쏙쏙 (Feat. 종현 of 애프터스쿨 보이즈),유이,"르꼬끄골프 콜라보레이션, 유이의 쏙쏙쏙"
2011,27,65,Electricity,2PM,Hands Up
2011,27,66,2 The Sky,화요비,2 The Sky
2011,27,67,제발,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`
2011,27,68,Hot,2PM,Hands Up
2011,27,69,여러분 (윤복희),임재범,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,27,70,You Are My Love,김연우,내게 거짓말을 해봐 OST Part 4
2011,27,71,모르니,2PM,Hands Up
2011,27,72,시간이 멈춘 날 Time Is [L]Over,장우혁,I Am The Future
2011,27,73,비와 당신의 이야기,BMK,`나는 가수다` 경연 4-2. 청중 평가단 추천곡
2011,27,74,네버엔딩 스토리 (부활),김범수,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기)
2011,27,75,All For U (With 김종국),마이키 (Mikey),All For U (With 김종국)
2011,27,76,그대만 봐요,박규리,시티헌터 OST Part 5
2011,27,77,째각째각,신혜성,The Road Not Taken
2011,27,78,큐피트,걸스데이 (Girl`s Day),시티헌터 OST Part 3
2011,27,79,새벽기차,YB (윤도현 밴드),`나는 가수다` 경연 4-2. 청중 평가단 추천곡
2011,27,80,당신을 사랑합니다,가비엔제이 (Gavy NJ),내 마음이 들리니 OST
2011,27,81,너를 위해,임재범,Story Of Two Years
2011,27,82,안되는데,포맨 (4Men),The Artist
2011,27,83,Love Treatment (Feat. 언터쳐블),레이디 제인,Love Treatment
2011,27,84,짝사랑,포맨 (4Men),The Artist
2011,27,85,Lighters (Feat. Bruno Mars),Bad Meets Evil,Hell : The Sequel (Deluxe Ver.)
2011,27,86,So Goodbye,종현 (JONGHYUN),시티헌터 OST Part 2
2011,27,87,반짝반짝,걸스데이 (Girl`s Day),Girl`s Day Party #3
2011,27,88,가슴앓이 (Remix),먼데이 키즈 (Monday Kiz),가슴앓이
2011,27,89,그대 내 품에 (유재하),박정현,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기)
2011,27,90,Let It Go (Feat. 현아),허영생,Let It Go
2011,27,91,미인,디셈버 (December),Beautiful Woman
2011,27,92,여기서 끝내자 (With 짙은),타루 (Taru),100 Percent Reality
2011,27,93,LOVE SONG,BIGBANG (빅뱅),빅뱅 스페셜에디션
2011,27,94,거울아 거울아,포미닛 (4minute),4MINUTES LEFT
2011,27,95,바보야,포스트맨 (Postmen),내 마음이 들리니 OST Part 4
2011,27,96,몰라요,에이핑크 (Apink),Seven Springs Of Apink
2011,27,97,My baby (Feat. 휘성),김범수,Solista Part 2
2011,27,98,반딧불이,美 (Mi),반짝반짝 빛나는 OST Part 4
2011,27,99,이별(離別)이 별이 되나봐,백청강,스타오디션 위대한 탄생 Part 8 - 자신이 가장 자신 있는 노래
2011,27,100,고백,이석훈,고백 (주먹이 운다 OST)
2011,28,1,내가 제일 잘 나가,2NE1 (투애니 원),내가 제일 잘 나가
2011,28,2,Hands Up,2PM,2집 Hands Up
2011,28,3,Roly-Poly,티아라 (T-ara),존트라볼타 워너비
2011,28,4,Hot Summer,f(x),`Hot Summer` f(x) 1st Album Repackage
2011,28,5,넌 내게 반했어,정용화(Jung Yong Hwa),넌 내게 반했어 OST Part 1
2011,28,6,별빛달빛,시크릿 (Secret),별빛달빛
2011,28,7,그 입술을 막아본다,에이트 (8eight),8eight
2011,28,8,Sweet Dream,레인보우 (Rainbow),Sweet Dream
2011,28,9,얼음꽃 (Feat. 김세황),"아이유 (IU), 김연아",얼음꽃
2011,28,10,"A Bitter Day (Feat. 용준형 of 비스트, G.NA)",현아 (HyunA),A Bitter Day
2011,28,11,살다가 한번쯤,포맨 (4Men),The Artist
2011,28,12,랄랄라 (Feat. 소야),마이티 마우스 (Mighty Mouth),랄랄라
2011,28,13,나를 잊지 말아요,허각,최고의 사랑 OST Part 5
2011,28,14,끝사랑,김범수,Solista Part 2
2011,28,15,사랑은 은하수 다방에서,10cm,1집 1.0
2011,28,16,그렇고 그런 사이,장기하와 얼굴들,장기하와 얼굴들
2011,28,17,비가 오는 날엔,비스트 (Beast),비가 오는 날엔
2011,28,18,She,민경훈,소풍
2011,28,19,Fiction,비스트 (Beast),1집 Fiction And Fact
2011,28,20,겨우살아 (Feat. 케이윌),더 네임 (The Name),겨우살아
2011,28,21,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),Maroon 5,Moves Like Jagger (Single)
2011,28,22,바람났어 (Feat. 박봄),GG,무한도전 서해안 고속도로 가요제
2011,28,23,Midnight Circus,써니힐 (SunnyHill),Midnight Circus
2011,28,24,Hello (With 나얼),돈스파이크 (Don Spike),돈스파이크 Presents Vol.1
2011,28,25,바보 (박효신),박정현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,26,아이캔`t 드링크,백지영,최고의 사랑 OST
2011,28,27,조율,JK 김동욱,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,28,28,Suddenly,김보경,시티헌터 OST Part 4
2011,28,29,짧은 한마디,민경훈,소풍
2011,28,30,사랑,임재범,시티헌터 OST Part 1
2011,28,31,Lonely,2NE1 (투애니 원),Lonely
2011,28,32,다이어리,나비 (Navi),다이어리
2011,28,33,Hello Hello,FTISLAND (FT아일랜드),Return
2011,28,34,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2011,28,35,압구정 날라리,처진 달팽이,무한도전 서해안 고속도로 가요제
2011,28,36,삐에로는 우릴 보고 웃지 (김완선),BMK,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,37,All For U (With 김종국),마이키 (Mikey),All For U (With 김종국)
2011,28,38,슬픈인연 (나미),장혜진,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,39,2 The Sky,화요비,2 The Sky
2011,28,40,두근두근,써니힐 (SunnyHill),최고의 사랑 OST Part 3
2011,28,41,나만 부를 수 있는 노래,바닷길,무한도전 서해안 고속도로 가요제
2011,28,42,Ma Boy (마보이),씨스타19,Ma Boy
2011,28,43,이러쿵 저러쿵,5dolls,Club Remix Time To Play
2011,28,44,Break Down (Feat. Double K),김현중,Break Down
2011,28,45,흔들어 주세요,철싸,무한도전 서해안 고속도로 가요제
2011,28,46,당신을 사랑합니다,가비엔제이 (Gavy NJ),내 마음이 들리니 OST
2011,28,47,It Girl (Remix Ver.),에이핑크 (Apink),It Girl
2011,28,48,너를 위한 빈자리,박유천,미스 리플리 OST Part 3
2011,28,49,순정마초,파리돼지앵,무한도전 서해안 고속도로 가요제
2011,28,50,나와 같다면 (김장훈),김연우,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,28,51,여름 안에서 (듀스),김범수,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,52,죽을래 사귈래,센치한 하하,무한도전 서해안 고속도로 가요제
2011,28,53,정주나요,스윗 콧소로우,무한도전 서해안 고속도로 가요제
2011,28,54,진짜 진짜 좋아해,티아라 (T-ara),존트라볼타 워너비
2011,28,55,서시 (신성우),옥주현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,56,아메리카노,10cm,아메리카노
2011,28,57,보통,백지영,8집 Pitta
2011,28,58,I`m OK,화요비,reborn
2011,28,59,늪 (조관우),김범수,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,28,60,님과 함께,김범수,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,28,61,내 여친,포맨 (4Men),The Artist
2011,28,62,피노키오 (Danger),f(x),`피노키오` f(x) The 1st Album
2011,28,63,Don`t Cry,박봄,Don`t Cry (Digital Single)
2011,28,64,사랑해,포맨 (4Men),The Artist
2011,28,65,천일동안 (이승환),옥주현,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기)
2011,28,66,그대는 정말 대단해요,에이트 (8eight),그대는 정말 대단해요
2011,28,67,Golden Lady (Feat. 현아),임정희,Golden Lady
2011,28,68,Best Thing I Never Had,Beyonce,Best Thing I Never Had (Single)
2011,28,69,내 사람이라서,지나(G.NA),최고의 사랑 OST Part 2
2011,28,70,잘될 거야,김그림,로맨스 타운 OST Part 5
2011,28,71,Shampoo,애프터스쿨 (After School),1집 Virgin
2011,28,72,제발,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`
2011,28,73,그대만 봐요,박규리,시티헌터 OST Part 5
2011,28,74,커피한잔 (펄시스터즈),YB (윤도현 밴드),`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,75,안녕,디셈버 (December),Tears
2011,28,76,내 낡은 서랍 속의 바다,박정현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,28,77,"Silly Boy (Feat. 4minute, 용준형 (비스트)) (Answer Song For 신인류의 사랑(1993))",015B,20th Century Boy
2011,28,78,쏙쏙쏙 (Feat. 종현 of 애프터스쿨 보이즈),유이,"르꼬끄골프 콜라보레이션, 유이의 쏙쏙쏙"
2011,28,79,이젠 그랬으면 좋겠네 (조용필),박정현,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래)
2011,28,80,이별여행 (원미연),조관우,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,28,81,하루가 지나도 (With 레이나 of 애프터스쿨),간종욱,하루가 지나도
2011,28,82,사랑의 시작은 고백에서부터,소울 크라이 (Soul Cry),사랑의 시작은 고백에서부터
2011,28,83,사랑이 떠나가네,옥주현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,28,84,여러분 (윤복희),임재범,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,28,85,So Goodbye,종현 (JONGHYUN),시티헌터 OST Part 2
2011,28,86,Love On Top,Beyonce,4
2011,28,87,사랑따위 개나 줘버려,노블레스 (Noblesse),Classic
2011,28,88,Lighters (Feat. Bruno Mars),Bad Meets Evil,Hell : The Sequel (Deluxe Ver.)
2011,28,89,영화처럼,2PM,Hands Up
2011,28,90,너를 위해,임재범,Story Of Two Years
2011,28,91,Best Thing I Never Had,Beyonce,4
2011,28,92,네버엔딩 스토리 (부활),김범수,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기)
2011,28,93,소녀 곡예사 (영화 `고양이 : 죽음을 보는 두 개의 눈` 뮤직비디오 삽입곡),W＆Whale,소녀 곡예사
2011,28,94,안 괜찮아,엠투엠 (M To M),안 괜찮아
2011,28,95,시간이 멈춘 날 Time Is [L]Over,장우혁,I Am The Future
2011,28,96,You Are My Love,김연우,내게 거짓말을 해봐 OST Part 4
2011,28,97,Let It Go (Feat. 현아),허영생,Let It Go
2011,28,98,행복을 주는 사람,이소라,`나는 가수다` 경연 4-2. 청중 평가단 추천곡
2011,28,99,1994년 어느 늦은 밤,장혜진,It`s My Life / Best Of The Best
2011,28,100,눈물나게 사랑해,빅마마 소울,최고의 사랑 OST Part 6
2011,29,1,바람났어 (Feat. 박봄),GG,무한도전 서해안 고속도로 가요제
2011,29,2,압구정 날라리,처진 달팽이,무한도전 서해안 고속도로 가요제
2011,29,3,나만 부를 수 있는 노래,바닷길,무한도전 서해안 고속도로 가요제
2011,29,4,흔들어 주세요,철싸,무한도전 서해안 고속도로 가요제
2011,29,5,순정마초,파리돼지앵,무한도전 서해안 고속도로 가요제
2011,29,6,정주나요,스윗 콧소로우,무한도전 서해안 고속도로 가요제
2011,29,7,죽을래 사귈래,센치한 하하,무한도전 서해안 고속도로 가요제
2011,29,8,Roly-Poly,티아라 (T-ara),존트라볼타 워너비
2011,29,9,내가 제일 잘 나가,2NE1 (투애니 원),내가 제일 잘 나가
2011,29,10,말하는 대로,처진 달팽이,무한도전 서해안 고속도로 가요제
2011,29,11,Bubble Pop!,현아 (HyunA),Bubble Pop!
2011,29,12,Hands Up,2PM,2집 Hands Up
2011,29,13,Hot Summer,f(x),`Hot Summer` f(x) 1st Album Repackage
2011,29,14,넌 내게 반했어,정용화(Jung Yong Hwa),넌 내게 반했어 OST Part 1
2011,29,15,"A Bitter Day (Feat. 용준형 of 비스트, G.NA)",현아 (HyunA),A Bitter Day
2011,29,16,Hello (With 나얼),돈스파이크 (Don Spike),돈스파이크 Presents Vol.1
2011,29,17,빙글빙글 (나미),YB (윤도현 밴드),`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,18,겨울비 (시나위),박정현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,19,랄랄라 (Feat. 소야),마이티 마우스 (Mighty Mouth),랄랄라
2011,29,20,사랑하오 (김현철&윤상),김범수,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,21,다이어리,나비 (Navi),다이어리
2011,29,22,별빛달빛,시크릿 (Secret),별빛달빛
2011,29,23,그 입술을 막아본다,에이트 (8eight),8eight
2011,29,24,가까이 하기엔 너무 먼 당신 (이광조),장혜진,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,25,하얀 나비 (김정호),조관우,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,26,얼음꽃 (Feat. 김세황),"아이유 (IU), 김연아",얼음꽃
2011,29,27,Sweet Dream,레인보우 (Rainbow),Sweet Dream
2011,29,28,한번만 안아줘,걸스데이 (Girl`s Day),Everyday
2011,29,29,살다가 한번쯤,포맨 (4Men),The Artist
2011,29,30,LOVE (조장혁),옥주현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,31,사랑은 은하수 다방에서,10cm,1집 1.0
2011,29,32,나를 잊지 말아요,허각,최고의 사랑 OST Part 5
2011,29,33,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),Maroon 5,Moves Like Jagger (Single)
2011,29,34,그렇고 그런 사이,장기하와 얼굴들,장기하와 얼굴들
2011,29,35,비가 오는 날엔,비스트 (Beast),비가 오는 날엔
2011,29,36,끝사랑,김범수,Solista Part 2
2011,29,37,말하는 대로 (Remix Ver.),처진 달팽이,무한도전 서해안 고속도로 가요제
2011,29,38,나만 부를 수 있는 노래 (Dance Ver.),바닷길,무한도전 서해안 고속도로 가요제
2011,29,39,Midnight Circus,써니힐 (SunnyHill),Midnight Circus
2011,29,40,Fiction,비스트 (Beast),1집 Fiction And Fact
2011,29,41,겨우살아 (Feat. 케이윌),더 네임 (The Name),겨우살아
2011,29,42,She,민경훈,소풍
2011,29,43,바보 (박효신),박정현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,29,44,사랑이 무서워,바비 킴 (Bobby Kim),스파이 명월 OST Part 1
2011,29,45,내 꿈에서라도,지오 (G.O),내 꿈에서라도
2011,29,46,조율,JK 김동욱,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,47,Lonely,2NE1 (투애니 원),Lonely
2011,29,48,가슴에 그린 성 (Vision In Mind),부활,가슴에 그린 성 (Vision In Mind)
2011,29,49,I`m OK,화요비,reborn
2011,29,50,빙빙빙 (Feat. 써니사이드 챙),"먼데이 키즈 (Monday Kiz), 가비엔제이",소울트레인(Soul Train) Part 2
2011,29,51,사랑,임재범,시티헌터 OST Part 1
2011,29,52,사랑하기에 (이정석),BMK,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,53,Suddenly,김보경,시티헌터 OST Part 4
2011,29,54,진짜 진짜 좋아해,티아라 (T-ara),존트라볼타 워너비
2011,29,55,Ma Boy (마보이),씨스타19,Ma Boy
2011,29,56,Hello Hello,FTISLAND (FT아일랜드),Return
2011,29,57,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2011,29,58,아이캔`t 드링크,백지영,최고의 사랑 OST
2011,29,59,혼잣말,애즈 원 (As One),AS One Season 2
2011,29,60,나와 같다면 (김장훈),김연우,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,29,61,삐에로는 우릴 보고 웃지 (김완선),BMK,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,29,62,이러쿵 저러쿵,5dolls,Club Remix Time To Play
2011,29,63,슬픈인연 (나미),장혜진,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,29,64,두근두근,써니힐 (SunnyHill),최고의 사랑 OST Part 3
2011,29,65,Kiss Kiss,김현중,Break Down
2011,29,66,별,강민혁 (CNBLUE),넌 내게 반했어 OST Part 2
2011,29,67,아메리카노,10cm,아메리카노
2011,29,68,Don`t Cry,박봄,Don`t Cry (Digital Single)
2011,29,69,짧은 한마디,민경훈,소풍
2011,29,70,피노키오 (Danger),f(x),`피노키오` f(x) The 1st Album
2011,29,71,여름 안에서 (듀스),김범수,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,29,72,늪 (조관우),김범수,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,29,73,잘될 거야,김그림,로맨스 타운 OST Part 5
2011,29,74,Break Down (Feat. Double K),김현중,Break Down
2011,29,75,내 여친,포맨 (4Men),The Artist
2011,29,76,너를 위한 빈자리,박유천,미스 리플리 OST Part 3
2011,29,77,바라만 봐도 좋은데,노리플라이 (No Reply),바라만 봐도 좋은데
2011,29,78,서시 (신성우),옥주현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,29,79,님과 함께,김범수,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,80,그대와 난,레인보우 (Rainbow),시티헌터 OST Part 6
2011,29,81,보통,백지영,8집 Pitta
2011,29,82,SuperStar (R&B Ver.),제이 (J),SuperStar
2011,29,83,It Girl (Remix Ver.),에이핑크 (Apink),It Girl
2011,29,84,천일동안 (이승환),옥주현,`나는 가수다` 경연 4-1. (내가 좋아하는 뮤지션의 곡 부르기)
2011,29,85,Best Thing I Never Had,Beyonce,Best Thing I Never Had (Single)
2011,29,86,애교,"조여정, 김정훈",로맨스가 필요해 OST Part 1
2011,29,87,제발,김범수,`나는 가수다` 경연2. `서로의 노래 바꿔 부르기`
2011,29,88,야뇌 (Song Ver.),BMK,무사 백동수 OST Part 1
2011,29,89,이젠 그랬으면 좋겠네 (조용필),박정현,`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래)
2011,29,90,Golden Lady (Feat. 현아),임정희,Golden Lady
2011,29,91,Watch Out!!,제국의아이들 (ZE:A),Exciting (Special Single)
2011,29,92,All For U (With 김종국),마이키 (Mikey),All For U (With 김종국)
2011,29,93,사랑해,포맨 (4Men),The Artist
2011,29,94,여러분 (윤복희),임재범,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,29,95,Shampoo,애프터스쿨 (After School),1집 Virgin
2011,29,96,내 사람이라서,지나(G.NA),최고의 사랑 OST Part 2
2011,29,97,내 낡은 서랍 속의 바다,박정현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,29,98,당신을 사랑합니다,가비엔제이 (Gavy NJ),내 마음이 들리니 OST
2011,29,99,너를 위해,임재범,Story Of Two Years
2011,29,100,Break It Down,W＆Whale,Circussss
2011,30,1,바람났어 (Feat. 박봄),GG,무한도전 서해안 고속도로 가요제
2011,30,2,Roly-Poly,티아라 (T-ara),존트라볼타 워너비
2011,30,3,압구정 날라리,처진 달팽이,무한도전 서해안 고속도로 가요제
2011,30,4,Bubble Pop!,현아 (HyunA),Bubble Pop!
2011,30,5,말하는 대로,처진 달팽이,무한도전 서해안 고속도로 가요제
2011,30,6,I Believe (신승훈),김조한,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,7,나만 부를 수 있는 노래,바닷길,무한도전 서해안 고속도로 가요제
2011,30,8,내가 제일 잘 나가,2NE1 (투애니 원),내가 제일 잘 나가
2011,30,9,흔들어 주세요,철싸,무한도전 서해안 고속도로 가요제
2011,30,10,순정마초,파리돼지앵,무한도전 서해안 고속도로 가요제
2011,30,11,Hands Up,2PM,2집 Hands Up
2011,30,12,모나리자 (Mona Lisa),엠블랙 (MBLAQ),모나리자
2011,30,13,정주나요,스윗 콧소로우,무한도전 서해안 고속도로 가요제
2011,30,14,Hot Summer,f(x),`Hot Summer` f(x) 1st Album Repackage
2011,30,15,한번만 안아줘,걸스데이 (Girl`s Day),Everyday
2011,30,16,죽을래 사귈래,센치한 하하,무한도전 서해안 고속도로 가요제
2011,30,17,이브의 경고 (박미경),박정현,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,18,그리워서...,정용화(Jung Yong Hwa),넌 내게 반했어 OST Part 3
2011,30,19,랄랄라 (Feat. 소야),마이티 마우스 (Mighty Mouth),랄랄라
2011,30,20,넌 내게 반했어,정용화(Jung Yong Hwa),넌 내게 반했어 OST Part 1
2011,30,21,빗속에서 (이문세),YB (윤도현 밴드),`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,22,외톨이야 (씨엔블루),김범수,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,23,별빛달빛,시크릿 (Secret),별빛달빛
2011,30,24,그 입술을 막아본다,에이트 (8eight),8eight
2011,30,25,빙빙빙 (Feat. 써니사이드 챙),"먼데이 키즈 (Monday Kiz), 가비엔제이",소울트레인(Soul Train) Part 2
2011,30,26,나 좀 봐줘 (One More Chance),"천상지희 다나, 선데이",나 좀 봐줘(One More Chance)
2011,30,27,"A Bitter Day (Feat. 용준형 of 비스트, G.NA)",현아 (HyunA),A Bitter Day
2011,30,28,세상 그 누구보다,박정현,스파이 명월 OST Part 2
2011,30,29,다이어리,나비 (Navi),다이어리
2011,30,30,오늘도 사랑해,백지영,공주의 남자 OST Part 1
2011,30,31,사랑해요 사랑해요,럼블피쉬,사랑해요 사랑해요
2011,30,32,살다가 한번쯤,포맨 (4Men),The Artist
2011,30,33,U-Go-Girl (Feat. 김세황) (이효리),옥주현,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,34,나를 잊지 말아요,허각,최고의 사랑 OST Part 5
2011,30,35,남행열차 (김수희),조관우,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,36,얼음꽃 (Feat. 김세황),"아이유 (IU), 김연아",얼음꽃
2011,30,37,비가 오는 날엔,비스트 (Beast),비가 오는 날엔
2011,30,38,사랑은 은하수 다방에서,10cm,1집 1.0
2011,30,39,사랑이 무서워,바비 킴 (Bobby Kim),스파이 명월 OST Part 1
2011,30,40,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),Maroon 5,Moves Like Jagger (Single)
2011,30,41,Sweet Dream,레인보우 (Rainbow),Sweet Dream
2011,30,42,Hello (With 나얼),돈스파이크 (Don Spike),돈스파이크 Presents Vol.1
2011,30,43,Break Up,"이기광, 일렉트로보이즈","용감한형제, 이기광 (비스트) Break Up"
2011,30,44,끝사랑,김범수,Solista Part 2
2011,30,45,그렇고 그런 사이,장기하와 얼굴들,장기하와 얼굴들
2011,30,46,Fiction,비스트 (Beast),1집 Fiction And Fact
2011,30,47,미스터 (카라),장혜진,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래
2011,30,48,Love Me For Me,린 (LYn),Metro Sexy 7
2011,30,49,빙글빙글 (나미),YB (윤도현 밴드),`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,30,50,Midnight Circus,써니힐 (SunnyHill),Midnight Circus
2011,30,51,사랑하오 (김현철&윤상),김범수,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,30,52,She,민경훈,소풍
2011,30,53,혼잣말,애즈 원 (As One),AS One Season 2
2011,30,54,겨울비 (시나위),박정현,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,30,55,사랑,임재범,시티헌터 OST Part 1
2011,30,56,그대뒤에 있습니다.,"장혜진, 예성 (YESUNG)",그대뒤에 있습니다. (장혜진 & 예성 Cooperation Part 1)
2011,30,57,Lonely,2NE1 (투애니 원),Lonely
2011,30,58,Watch Out!!,제국의아이들 (ZE:A),Exciting (Special Single)
2011,30,59,나만 부를 수 있는 노래 (Dance Ver.),바닷길,무한도전 서해안 고속도로 가요제
2011,30,60,말하는 대로 (Remix Ver.),처진 달팽이,무한도전 서해안 고속도로 가요제
2011,30,61,Ma Boy (마보이),씨스타19,Ma Boy
2011,30,62,Suddenly,김보경,시티헌터 OST Part 4
2011,30,63,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2011,30,64,조율,JK 김동욱,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,30,65,겨우살아 (Feat. 케이윌),더 네임 (The Name),겨우살아
2011,30,66,바보 (박효신),박정현,`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래
2011,30,67,Hello Hello,FTISLAND (FT아일랜드),Return
2011,30,68,흔들려요,마야,흔들려요
2011,30,69,Kiss Kiss,김현중,Break Down
2011,30,70,주말 밤 (Maximum Mix) (Electro Remix),장우혁,주말 밤
2011,30,71,하얀 나비 (김정호),조관우,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,30,72,이러쿵 저러쿵,5dolls,Club Remix Time To Play
2011,30,73,나와 같다면 (김장훈),김연우,`나는 가수다` 경연 3-2 (네티즌 추천곡)
2011,30,74,내 여친,포맨 (4Men),The Artist
2011,30,75,가까이 하기엔 너무 먼 당신 (이광조),장혜진,`나는 가수다` 경연 5-2. 청중 평가단 추천곡
2011,30,76,별,강민혁 (CNBLUE),넌 내게 반했어 OST Part 2
2011,30,77,Don`t Cry,박봄,Don`t Cry (Digital Single)
